Lung/pleura|Brain|Adrenal|Bone|Other CNS|Deceased,1
Lung/pleura|Liver|Brain|Bone|Lung/pleura|Brain|Deceased,1
Lung/pleura|Lung/pleura|Brain|Pericardium|Deceased,1
Lung/pleura|Lung/pleura|Bone|Other CNS|Deceased,1
Lung/pleura|Bone|Lung/pleura|LN (dist)|Deceased,1
Lung/pleura|Liver|Lung/pleura|GI Tract|Chest Wall|Brain|LN (dist)|Thyroid|Other CNS|Spleen|Bone|Deceased,1
Lung/pleura|Lung/pleura|LN (dist)|Adrenal|Chest Wall|Muscles|Deceased,1
Lung/pleura|Liver|Ab Wall|GI Tract|Bone|Lung/pleura|Deceased,1
Lung/pleura|Liver|Lung/pleura|Brain|LN (dist)|Kidney|Adrenal|Bone|Deceased,1
Lung/pleura|Pericardium|Liver|Lung/pleura|Deceased,1
Lung/pleura|Liver|Lung/pleura|Adrenal|Pericardium|Bone|Deceased,1
Lung/pleura|Lung/pleura|Chest Wall|Bone|Brain|Deceased,1
Lung/pleura|Bone|Living,1
Lung/pleura|Lung/pleura|LN (dist)|Muscles|Bone|Deceased,1
Lung/pleura|Lung/pleura|Adrenal|Liver|Kidney|LN (dist)|Ab Wall|Spleen|Bone|Deceased,1
Lung/pleura|Adrenal|Brain|Kidney|Muscles|Lung/pleura|Other CNS|Bone|Deceased,1
Lung/pleura|Adrenal|Lung/pleura|Deceased,1
Lung/pleura|Liver|Brain|Ab Wall|Muscles|Bone|Deceased,1
Lung/pleura|Brain|Other CNS|Bone|Deceased,1
Lung/pleura|Liver|Bone|LN (dist)|Adrenal|Living,1
Lung/pleura|Brain|LN (dist)|Bone|Deceased,1
Lung/pleura|Lung/pleura|Pericardium|Muscles|Bone|Deceased,1
Lung/pleura|Liver|Brain|LN (dist)|Adrenal|Ab Wall|Bladder|GI Tract|Muscles|Bone|Pancreas|Deceased,1
Lung/pleura|LN (dist)|Adrenal|Deceased,1
Lung/pleura|Brain|Other CNS|Bone|Lung/pleura|Deceased,1
Lung/pleura|Lung/pleura|Bone|Liver|Deceased,1
Lung/pleura|Lung/pleura|Bone|Ab Wall|Deceased,1
Lung/pleura|Lung/pleura|Ab Wall|Bone|Deceased,1
Lung/pleura|Lung/pleura|Chest Wall|Brain|LN (dist)|Adrenal|Ab Wall|Bone|Pancreas|Liver|LN (dist)|Adrenal|Ab Wall|Other CNS|Liver|Lung/pleura|LN (dist)|Bone|Ab Wall|Pancreas|Deceased,1
Lung/pleura|Liver|Lung/pleura|Bone|LN (dist)|Ab Wall|Deceased,1
Lung/pleura|Liver|Lung/pleura|LN (dist)|Other CNS|Bone|Deceased,1
Lung/pleura|Liver|Lung/pleura|Adrenal|Bone|Brain|Deceased,1
Lung/pleura|Brain|Bone|Lung/pleura|Adrenal|Brain|Deceased,1
Lung/pleura|Liver|Lung/pleura|Brain|LN (dist)|Bone|Liver|LN (dist)|Liver|Adrenal|Bone|Deceased,1
Lung/pleura|Ab Wall|Deceased,1
Lung/pleura|Bone|Liver|LN (dist)|Lung/pleura|Brain|Deceased,1
Lung/pleura|Lung/pleura|Brain|LN (dist)|Kidney|Adrenal|Skin|Deceased,1
Lung/pleura|Lung/pleura|Adrenal|Ab Wall|Deceased,1
Lung/pleura|Brain|Bone|Lung/pleura|Oropharynx|Adrenal|Liver|Deceased,1
Lung/pleura|Lung/pleura|Ab Wall|GI Tract|Bone|Deceased,1
Lung/pleura|Brain|Bone|Deceased,1
Lung/pleura|Lung/pleura|Bone|Lung/pleura|Deceased,1
Lung/pleura|Lung/pleura|Ab Wall|Muscles|Bone|Liver|Deceased,1
Lung/pleura|Lung/pleura|Adrenal|Ab Wall|Bone|Chest Wall|Deceased,1
Lung/pleura|Brain|Bone|Lung/pleura|Brain|Deceased,1
Lung/pleura|Brain|Bone|Pancreas|Deceased,1
Lung/pleura|Lung/pleura|LN (dist)|Oropharynx|Bone|Deceased,1
Lung/pleura|LN (dist)|Adrenal|Bone|Deceased,1
Lung/pleura|Brain|Adrenal|Brain|LN (dist)|Bone|Deceased,1
Lung/pleura|Liver|Chest Wall|Brain|Bone|Lung/pleura|LN (dist)|Ab Wall|Deceased,1
Lung/pleura|LN (dist)|Ab Wall|Skin|Bone|Deceased,1
Lung/pleura|Lung/pleura|Brain|Bone|Pericardium|LN (dist)|Adrenal|Bone|Living,1
Lung/pleura|Lung/pleura|Brain|LN (dist)|Adrenal|Bone|Deceased,1
Lung/pleura|Bone|Lung/pleura|Brain|Adrenal|Deceased,1
Lung/pleura|Liver|Lung/pleura|LN (dist)|Ab Wall|Deceased,1
Lung/pleura|Lung/pleura|LN (dist)|Adrenal|Deceased,1
Lung/pleura|Lung/pleura|Brain|LN (dist)|GI Tract|Deceased,1
Lung/pleura|Liver|Lung/pleura|Chest Wall|Pericardium|Bone|Ab Wall|Deceased,1
Lung/pleura|Brain|Living,1
Lung/pleura|Liver|Lung/pleura|Deceased,1
Lung/pleura|Liver|Lung/pleura|Brain|Other CNS|Deceased,1
Lung/pleura|Adrenal|Bone|Liver|Deceased,1
Lung/pleura|Chest Wall|LN (dist)|Other CNS|Deceased,1
Lung/pleura|Lung/pleura|Liver|LN (dist)|Deceased,1
Lung/pleura|Brain|LN (dist)|Adrenal|Bone|Pancreas|Deceased,1
Lung/pleura|Liver|LN (dist)|Adrenal|Bone|Deceased,1
Lung/pleura|Liver|Lung/pleura|Adrenal|Bone|LN (dist)|Liver|Deceased,1
Lung/pleura|Liver|Brain|Adrenal|Lung/pleura|LN (dist)|Deceased,1
Lung/pleura|Lung/pleura|Pericardium|Living,1
Lung/pleura|Lung/pleura|Brain|Skin|Other CNS|Bone|Deceased,1
Lung/pleura|Lung/pleura|LN (dist)|Bone|Bone|Deceased,1
Lung/pleura|Lung/pleura|Brain|LN (dist)|Deceased,1
Lung/pleura|Liver|Lung/pleura|LN (dist)|Bone|Liver|Pericardium|Bone|Deceased,1
Lung/pleura|Lung/pleura|Bone|Living,1
Lung/pleura|Lung/pleura|LN (dist)|Muscles|Deceased,1
Lung/pleura|Lung/pleura|Bone|Adrenal|Deceased,1
Lung/pleura|Brain|Bone|Lung/pleura|Deceased,1
Lung/pleura|Lung/pleura|Brain|LN (dist)|Kidney|Bone|Deceased,1
Lung/pleura|Liver|Lung/pleura|Brain|Pancreas|LN (dist)|Adrenal|Ab Wall|Skin|Muscles|Pancreas|Deceased,1
Lung/pleura|Liver|Lung/pleura|LN (dist)|GI Tract|Bone|Deceased,1
Lung/pleura|Lung/pleura|Brain|LN (dist)|Adrenal|Deceased,1
Lung/pleura|Lung/pleura|Chest Wall|Liver|Ab Wall|Bone|Deceased,1
Lung/pleura|Bone|Lung/pleura|Brain|Other CNS|Deceased,1
Lung/pleura|Liver|Lung/pleura|Adrenal|Bone|Lung/pleura|Brain|Liver|Brain|Deceased,1
Lung/pleura|Liver|Lung/pleura|Chest Wall|Bone|Deceased,1
Lung/pleura|Liver|Lung/pleura|Chest Wall|LN (dist)|Kidney|Bone|Deceased,1
Lung/pleura|Lung/pleura|Ab Wall|Pericardium|Deceased,1
Lung/pleura|Lung/pleura|Bone|Brain|Deceased,1
