Lung/pleura,Bone,Liver,LN (dist),Brain,Adrenal,Ab Wall,Pericardium,Chest Wall,Muscles,Other CNS,GI Tract,Eye,Kidney,Spleen,Pancreas,Skin,Oropharynx,Gallbladder,Bladder,Thyroid,Deceased
0.26542688081149624,0.21893491124260356,0.13440405748098058,0.10735418427726122,0.09890109890109891,0.03212172442941674,0.01521555367709214,0.01098901098901099,0.010143702451394761,0.00422654268808115,0.0025359256128486903,0.0025359256128486903,0.00084530853761623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09636517328825023
0.6992084432717677,0.06068601583113456,0.08970976253298152,0.03693931398416886,0.058047493403693924,0.015831134564643797,0.0026385224274406327,0.007915567282321899,0.0026385224274406327,0.0026385224274406327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023746701846965694
0.08333333333333334,0.06770833333333334,0.010416666666666668,0.3125,0.15625,0.08854166666666669,0.036458333333333336,0.03125000000000001,0.03125000000000001,0.010416666666666668,0.0,0.010416666666666668,0.0,0.0,0.010416666666666668,0.0,0.005208333333333334,0.005208333333333334,0.0,0.0,0.0,0.14062500000000003
0.14507772020725387,0.08290155440414507,0.015544041450777202,0.015544041450777202,0.25906735751295334,0.1088082901554404,0.08808290155440414,0.020725388601036267,0.0466321243523316,0.025906735751295335,0.005181347150259067,0.020725388601036267,0.0,0.005181347150259067,0.0,0.0,0.005181347150259067,0.005181347150259067,0.0,0.0,0.0,0.15025906735751296
0.13861386138613868,0.11386138613861392,0.01485148514851486,0.01485148514851486,0.02475247524752476,0.19306930693069316,0.02970297029702972,0.02475247524752476,0.01980198019801981,0.009900990099009905,0.07425742574257428,0.01485148514851486,0.0,0.02475247524752476,0.009900990099009905,0.01485148514851486,0.0,0.004950495049504952,0.004950495049504952,0.0,0.0,0.26732673267326745
0.19354838709677422,0.14516129032258066,0.0,0.008064516129032258,0.048387096774193554,0.016129032258064516,0.0,0.04032258064516129,0.0,0.04032258064516129,0.016129032258064516,0.0,0.0,0.09677419354838711,0.048387096774193554,0.024193548387096777,0.008064516129032258,0.0,0.0,0.008064516129032258,0.0,0.3064516129032258
0.17857142857142852,0.017857142857142853,0.0,0.0,0.0,0.28571428571428564,0.017857142857142853,0.035714285714285705,0.0,0.05357142857142857,0.0,0.0,0.0,0.017857142857142853,0.017857142857142853,0.05357142857142857,0.017857142857142853,0.0,0.0,0.0,0.0,0.30357142857142855
0.21428571428571427,0.14285714285714288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5238095238095238
0.10344827586206898,0.13793103448275862,0.0,0.0,0.0,0.10344827586206898,0.13793103448275862,0.1724137931034483,0.0,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1724137931034483
0.03225806451612903,0.2903225806451613,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.5161290322580645
0.0,0.09999999999999998,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04999999999999999,0.0,0.04999999999999999,0.0,0.0,0.0,0.0,0.7
0.07142857142857144,0.07142857142857144,0.0,0.0,0.0,0.0,0.5714285714285715,0.0,0.0,0.0,0.0,0.07142857142857144,0.0,0.07142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714288
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05555555555555556,0.11111111111111112,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.11111111111111112,0.05555555555555556,0.0,0.0,0.0,0.0,0.22222222222222224
0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.6
0.14285714285714288,0.28571428571428575,0.07142857142857144,0.0,0.07142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142866
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
